0x555555581b6a;0.4916276502962163 (is_visited) -- leave 
0x5555555a49eb;0.4916276502962163 (is_visited) -- mov rbp, rsp
0x5555555a4c26;0.4916276502962163 (is_visited) -- fld st, ptr [rip+0x3af14]
0x5555555a6346;0.4916276502962163 (is_visited) -- push rbp
0x5555555a4bb9;0.4916276502962163 (is_visited) -- mov dword ptr [rbp-0x1db8], 0x1
0x5555555a6306;0.4916276502962163 (is_visited) -- jmp rax
0x5555555a6334;0.4916276502962163 (is_visited) -- call 0x5555555a4b58
0x5555555a4b92;0.4916276502962163 (is_visited) -- mov dword ptr [rbp-0x1dcc], 0x0
0x555555581b65;0.4916276502962163 (is_visited) -- call 0x5555555a6346
0x5555555a4bca;0.4916276502962163 (is_visited) -- fstp st(0), st
0x5555555a63a7;0.4916276502962163 (is_visited) -- movsd xmm0, qword ptr [rbp-0x48]
0x555555581b33;0.4916276502962163 (is_visited) -- jnp 0x555555581b4f
0x5555555a6347;0.4916276502962163 (is_visited) -- mov rbp, rsp
0x5555555a631c;0.4916276502962163 (is_visited) -- lea rsp, ptr [rsp-0x10]
0x5555555a49ea;0.4916276502962163 (is_visited) -- push rbp
0x5555555a4c2e;0.4916276502962163 (is_visited) -- fstp st(0), st
0x5555555a6404;0.4916276502962163 (is_visited) -- ret 
0x555555581b0d;0.4916276502962163 (is_visited) -- push rbp
0x5555555a6403;0.4916276502962163 (is_visited) -- leave 
0x5555555a4b59;0.4916276502962163 (is_visited) -- mov rbp, rsp
0x5555555a6382;0.4916276502962163 (is_visited) -- mov esi, 0x18
0x5555555a6321;0.4916276502962163 (is_visited) -- fstp ptr [rsp], st
0x555555581b2a;0.4916276502962163 (is_visited) -- movsd xmm0, qword ptr [rbp-0x20]
0x5555555a4bc3;0.4916276502962163 (is_visited) -- fld st, ptr [rbp+0x10]
0x5555555a633d;0.4916276502962163 (is_visited) -- jmp 0x5555555a6344
0x5555555a4c24;0.4916276502962163 (is_visited) -- fabs 
0x5555555a49e7;0.4916276502962163 (is_visited) -- nop
0x5555555a4c21;0.4916276502962163 (is_visited) -- fld st, ptr [rbp+0x10]
0x5555555a4bc6;0.4916276502962163 (is_visited) -- fxam 
0x5555555a6327;0.4916276502962163 (is_visited) -- mov ecx, 0x0
0x5555555a625b;0.4916276502962163 (is_visited) -- movsd qword ptr [rbp-0x28], xmm0
0x5555555a6249;0.4916276502962163 (is_visited) -- leave 
0x5555555a624b;0.4916276502962163 (is_visited) -- push rbp
0x5555555a4b58;0.4916276502962163 (is_visited) -- push rbp
0x5555555a6242;0.4916276502962163 (is_visited) -- jz 0x5555555a6249
0x5555555a6345;0.4916276502962163 (is_visited) -- ret 
0x555555592349;0.49163824586415406 (is_visited) -- mov dword ptr [rax+0x44], 0x0
0x555555558410;0.4917507120732284 (is_visited) -- jmp qword ptr [rip+0x2a8aa2]
0x5555555a5363;0.4917507120732284 (is_visited) -- fstp st(0), st
0x5555555a5d7b;0.4917507120732284 (is_visited) -- mov esi, 0x20
0x5555555a5af3;0.4917507120732284 (is_visited) -- jnz 0x5555555a5c3b
0x5555555a5365;0.4917507120732284 (is_visited) -- jp 0x5555555a5302
0x5555555a4d55;0.4917507120732284 (is_visited) -- fld st, ptr [rbp+0x10]
0x5555555a5678;0.4917507120732284 (is_visited) -- mov dword ptr [rbp-0x1dc8], 0xa
0x5555555a4d70;0.4917507120732284 (is_visited) -- call 0x555555558410
0x5555555a4dbb;0.4917507120732284 (is_visited) -- jnz 0x5555555a523f
0x5555555a5255;0.4917507120732284 (is_visited) -- fldz 
0x5555555a5259;0.4917507120732284 (is_visited) -- fstp st(0), st
0x5555555a534c;0.4917507120732284 (is_visited) -- fld st, ptr [rbp+0x10]
0x5555555a5302;0.4917507120732284 (is_visited) -- fld st, ptr [rbp+0x10]
0x5555555a5246;0.4917507120732284 (is_visited) -- jns 0x5555555a5252
0x5555555a620d;0.4917507120732284 (is_visited) -- mov esi, 0x20
0x5555555a5252;0.4917507120732284 (is_visited) -- fld st, ptr [rbp+0x10]
0x5555555a5dd6;0.4917507120732284 (is_visited) -- mov esi, 0x30
0x5555555a535f;0.4917507120732284 (is_visited) -- fldz 
0x5555555a4d79;0.4917507120732284 (is_visited) -- movsd qword ptr [rbp-0x1e08], xmm0
0x5555555a5711;0.4917507120732284 (is_visited) -- jnz 0x5555555a5723
0x5555555a4d91;0.4917507120732284 (is_visited) -- fstp st(0), st
0x5555555a5359;0.4917507120732284 (is_visited) -- fstp ptr [rbp+0x10], st
0x5555555a5305;0.4917507120732284 (is_visited) -- fldcw word ptr [rbp-0x1df4]
0x5555555a4b00;0.4917507120732284 (is_visited) -- mov rbp, rsp
0x5555555a5351;0.4917507120732284 (is_visited) -- fld st, ptr [rip+0x3a829]
0x5555555a4d8a;0.4917507120732284 (is_visited) -- fld st, ptr [rbp+0x10]
0x5555555a5260;0.4917507120732284 (is_visited) -- fldz 
0x5555555a5aa2;0.4917507120732284 (is_visited) -- jnz 0x5555555a5aab
0x5555555a56d8;0.4917507120732284 (is_visited) -- jmp 0x5555555a56e4
0x5555555a4d98;0.4917507120732284 (is_visited) -- fldz 
0x5555555a571a;0.4917507120732284 (is_visited) -- jz 0x5555555a5723
0x5555555a4d87;0.4917507120732284 (is_visited) -- fstp ptr [rbp+0x10], st
0x5555555a5346;0.4917507120732284 (is_visited) -- fild st, qword ptr [rbp-0x1e08]
0x5555555a4d8d;0.4917507120732284 (is_visited) -- fldz 
0x5555555a4aff;0.4917507120732284 (is_visited) -- push rbp
0x5555555a5357;0.4917507120732284 (is_visited) -- fmulp st(1), st
0x5555555a525b;0.4917507120732284 (is_visited) -- jp 0x5555555a5268
0x5555555a5264;0.4917507120732284 (is_visited) -- fstp st(0), st
0x5555555a4d93;0.4917507120732284 (is_visited) -- jp 0x5555555a4da0
0x5555555a5a95;0.4917507120732284 (is_visited) -- jnz 0x5555555a5c3b
0x5555555a536e;0.4917507120732284 (is_visited) -- fstp st(0), st
0x5555555a4d95;0.4917507120732284 (is_visited) -- fld st, ptr [rbp+0x10]
0x5555555a4d5e;0.4917507120732284 (is_visited) -- movsd xmm0, qword ptr [rbp-0x1df0]
0x5555555a4d81;0.4917507120732284 (is_visited) -- fld st, qword ptr [rbp-0x1e08]
0x5555555a571c;0.4917507120732284 (is_visited) -- mov eax, 0x1
0x5555555a5367;0.4917507120732284 (is_visited) -- fld st, ptr [rbp+0x10]
0x5555555a5311;0.4917507120732284 (is_visited) -- fldcw word ptr [rbp-0x1df2]
0x5555555a536a;0.4917507120732284 (is_visited) -- fldz 
0x5555555a5676;0.4917507120732284 (is_visited) -- jnb 0x5555555a56da
0x5555555a535c;0.4917507120732284 (is_visited) -- fld st, ptr [rbp+0x10]
0x5555555a534f;0.4917507120732284 (is_visited) -- fsubrp st(1), st
0x5555555a525d;0.4917507120732284 (is_visited) -- fld st, ptr [rbp+0x10]
0x5555555a5721;0.4917507120732284 (is_visited) -- jmp 0x5555555a5728
0x5555555a4d9c;0.4917507120732284 (is_visited) -- fstp st(0), st
0x555555593894;0.4917812860313139 (is_visited) -- mov ecx, 0x0
0x555555593899;0.4917812860313139 (is_visited) -- mov edx, 0x27
0x55555559389e;0.4917812860313139 (is_visited) -- mov esi, 0x1
0x5555555a5b18;0.49187377385024045 (is_visited) -- jz 0x5555555a5b6c
0x5555555a5b1a;0.49187377385024045 (is_visited) -- mov dword ptr [rbp-0x1dc8], 0xa
0x5555555a4b0f;0.49187377385024045 (is_visited) -- mov edx, 0xcccccccd
0x5555555a4b3d;0.49187377385024045 (is_visited) -- mov edx, 0xcccccccd
0x5555555a5b24;0.49187377385024045 (is_visited) -- mov dword ptr [rbp-0x1dc0], 0x0
0x5555555a526b;0.49187377385024045 (is_visited) -- fld st, ptr [rip+0x3a8ff]
0x5555555a5273;0.49187377385024045 (is_visited) -- fstp ptr [rbp+0x10], st
0x5555555a5268;0.49187377385024045 (is_visited) -- fld st, ptr [rbp+0x10]
0x5555555a5271;0.49187377385024045 (is_visited) -- fmulp st(1), st
0x5555555a5b59;0.49187377385024045 (is_visited) -- mov edx, 0x0
0x555555591041;0.4919530491236061 (is_visited) -- mov eax, 0x1
0x55555559103f;0.4919530491236061 (is_visited) -- js 0x555555591048
0x55555559243d;0.49218334315444606 (is_visited) -- mov eax, 0x140
0x555555588908;0.492482316890714 (is_visited) -- leave 
0x5555555888e7;0.492482316890714 (is_visited) -- mov rbp, rsp
0x5555555888fb;0.492482316890714 (is_visited) -- mov esi, 0x65
0x5555555888e6;0.492482316890714 (is_visited) -- push rbp
0x5555555923c3;0.492482316890714 (is_visited) -- mov eax, 0x170
0x5555555888f6;0.492482316890714 (is_visited) -- mov edx, 0x0
0x55555558ed20;0.492482316890714 (is_visited) -- call 0x5555555888e6
0x555555588909;0.492482316890714 (is_visited) -- ret 
0x5555555a581c;0.49261214451231283 (is_visited) -- mov edx, 0x0
0x5555555a5854;0.49261214451231283 (is_visited) -- fstp ptr [rbp-0x1d10], st
0x5555555a57db;0.49261214451231283 (is_visited) -- mov dword ptr [rbp-0x1dc8], 0xa
0x5555555a57b8;0.49261214451231283 (is_visited) -- mov edx, 0x38e38e39
0x5555555a5946;0.49261214451231283 (is_visited) -- fld st, ptr [rbp-0x1d10]
0x5555555a5944;0.49261214451231283 (is_visited) -- jp 0x5555555a5958
0x5555555a593a;0.49261214451231283 (is_visited) -- faddp st(1), st
0x5555555a592e;0.49261214451231283 (is_visited) -- fld st, ptr [rbp-0x1d10]
0x5555555a593c;0.49261214451231283 (is_visited) -- fld st, ptr [rbp-0x1d10]
0x5555555a5934;0.49261214451231283 (is_visited) -- fld st, ptr [rbp-0x1d00]
0x5555555a584e;0.49261214451231283 (is_visited) -- fld st, ptr [rip+0x3a33c]
0x5555555a594e;0.49261214451231283 (is_visited) -- fstp st(0), st
0x5555555a5776;0.49261214451231283 (is_visited) -- mov edx, 0x38e38e39
0x5555555a5863;0.49261214451231283 (is_visited) -- mov edx, 0x0
0x5555555a5c5a;0.4935966387284093 (is_visited) -- mov eax, 0x1
0x5555555a4bec;0.4938163371913115 (is_visited) -- jz 0x5555555a4bf8
0x5555555a4c03;0.4938163371913115 (is_visited) -- jz 0x5555555a4c0f
0x555555592015;0.49406246074533566 (is_visited) -- jnz 0x555555592033
0x55555559328e;0.4944984747488468 (is_visited) -- jz 0x55555559329f
0x555555593960;0.4948940851710048 (is_visited) -- mov eax, 0x16b
0x55555559393b;0.4948940851710048 (is_visited) -- mov ecx, 0x0
0x555555593940;0.4948940851710048 (is_visited) -- mov edx, 0x60
0x555555593945;0.4948940851710048 (is_visited) -- mov esi, 0x83
0x5555555a53e3;0.4949503182755419 (is_visited) -- mov rdx, 0x44b82fa09b5a53
0x5555555a541a;0.4949503182755419 (is_visited) -- mov rdx, 0x44b82fa09b5a53
0x5555555a5377;0.4949503182755419 (is_visited) -- mov dword ptr [rbp-0x1db0], 0x0
0x5555555a5488;0.4949503182755419 (is_visited) -- jbe 0x5555555a549b
0x5555555a5387;0.4949503182755419 (is_visited) -- mov edx, 0x1d
0x555555592647;0.49549541556583393 (is_visited) -- mov eax, 0x1
0x555555594287;0.4955176917899922 (is_visited) -- mov eax, 0x15a
0x555555594280;0.4955176917899922 (is_visited) -- mov dword ptr [rax+0x48], 0x0
0x55555559426a;0.4955176917899922 (is_visited) -- mov esi, 0x2d
0x5555555916ab;0.4955392020694804 (is_visited) -- push rbx
0x555555591c28;0.4955392020694804 (is_visited) -- jz 0x555555591c2f
0x5555555916a7;0.4955392020694804 (is_visited) -- push rbp
0x5555555916a8;0.4955392020694804 (is_visited) -- mov rbp, rsp
0x5555555a60b9;0.49556562716060226 (is_visited) -- mov edx, 0x1
0x5555555a61a1;0.49556562716060226 (is_visited) -- mov ecx, 0x12
0x5555555a6185;0.49556562716060226 (is_visited) -- jns 0x5555555a6028
0x5555555a6059;0.49556562716060226 (is_visited) -- jnz 0x5555555a606d
0x5555555a619b;0.49556562716060226 (is_visited) -- mov r8d, 0x0
0x5555555a6001;0.49556562716060226 (is_visited) -- jnbe 0x5555555a6015
0x5555555a61a6;0.49556562716060226 (is_visited) -- mov esi, 0x30
0x5555555a5c1a;0.49556562716060226 (is_visited) -- mov edx, 0x0
0x555555596853;0.49559205225172415 (is_visited) -- mov edx, 0x1
0x555555596858;0.49559205225172415 (is_visited) -- mov esi, 0x3a
0x555555589717;0.49563168988840695 (is_visited) -- jz 0x5555555906af
0x5555555965a6;0.4956547320572355 (is_visited) -- mov edx, 0x0
0x5555555965ab;0.4956547320572355 (is_visited) -- mov esi, 0x3d
0x5555555a587b;0.4956622638464924 (is_visited) -- fld st, ptr [rip+0x3a31f]
0x5555555a5881;0.4956622638464924 (is_visited) -- faddp st(1), st
0x5555555a5875;0.4956622638464924 (is_visited) -- fld st, ptr [rbp-0x1d10]
0x5555555a589f;0.49574568798682167 (is_visited) -- fstp ptr [rbp-0x1d00], st
0x5555555a5899;0.49574568798682167 (is_visited) -- fld st, ptr [rip+0x3a311]
0x5555555a60e6;0.49581175071462635 (is_visited) -- mov edx, 0x1
0x5555555876c3;0.4959189829684543 (is_visited) -- mov rbp, rsp
0x5555555876da;0.4959189829684543 (is_visited) -- mov esi, 0x0
0x5555555876f2;0.4959189829684543 (is_visited) -- nop
0x5555555876f3;0.4959189829684543 (is_visited) -- leave 
0x5555555876c2;0.4959189829684543 (is_visited) -- push rbp
0x555555596acc;0.49636099687188195 (is_visited) -- jz 0x555555596adc
0x555555596aa5;0.49636099687188195 (is_visited) -- jnz 0x555555596ab6
0x555555595c8d;0.4964252085667337 (is_visited) -- mov esi, 0x33
0x555555595ca8;0.4964252085667337 (is_visited) -- mov eax, 0x169
0x5555555879d4;0.4966071204259061 (is_visited) -- mov esi, 0x57
0x5555555879e1;0.4966071204259061 (is_visited) -- leave 
0x5555555879c5;0.4966071204259061 (is_visited) -- mov rbp, rsp
0x5555555879c4;0.4966071204259061 (is_visited) -- push rbp
0x5555555a59d8;0.496620332971467 (is_visited) -- mov dword ptr [rbp-0x1dc8], 0xa
0x5555555a58d5;0.496620332971467 (is_visited) -- fld st, ptr [rip+0x3a2e5]
0x5555555a5956;0.496620332971467 (is_visited) -- jmp 0x5555555a595a
0x555555587195;0.49694988066582035 (is_visited) -- push rbp
0x555555587196;0.49694988066582035 (is_visited) -- mov rbp, rsp
0x5555555871c3;0.49694988066582035 (is_visited) -- leave 
0x55555555994c;0.4971827916742836 (is_visited) -- leave 
0x555555559917;0.4971827916742836 (is_visited) -- push rbp
0x555555559918;0.4971827916742836 (is_visited) -- mov rbp, rsp
0x555555559938;0.4971827916742836 (is_visited) -- mov edx, 0x5
0x5555555934d3;0.49723149298956376 (is_visited) -- mov eax, 0x149
0x5555555932d7;0.4972356418565273 (is_visited) -- mov eax, 0x14b
0x55555559330b;0.49726283289231943 (is_visited) -- mov eax, 0x21
0x55555558809d;0.4977543140556974 (is_visited) -- leave 
0x555555588090;0.4977543140556974 (is_visited) -- mov esi, 0x25
0x555555588079;0.4977543140556974 (is_visited) -- mov rbp, rsp
0x555555588078;0.4977543140556974 (is_visited) -- push rbp
0x5555555958a2;0.4977649096236352 (is_visited) -- mov dword ptr [rax+0x48], 0x0
0x555555573a32;0.49779810055934387 (is_visited) -- leave 
0x555555573a04;0.49779810055934387 (is_visited) -- mov rbp, rsp
0x555555573a03;0.49779810055934387 (is_visited) -- push rbp
0x5555555a4bd8;0.4978113131049048 (is_visited) -- fchs 
0x5555555a4bd5;0.4978113131049048 (is_visited) -- fld st, ptr [rbp+0x10]
0x5555555a4bda;0.4978113131049048 (is_visited) -- fstp ptr [rbp+0x10], st
0x555555593e54;0.4979038009238314 (is_visited) -- mov dword ptr [rbp-0x18c], 0x163
0x55555558ff3d;0.49800043760972157 (is_visited) -- jz 0x555555590253
0x555555596870;0.49800043760972157 (is_visited) -- mov dword ptr [rax+0x48], 0x0
0x5555555968c9;0.49800043760972157 (is_visited) -- mov eax, 0x138
0x55555558ff75;0.49800043760972157 (is_visited) -- jmp 0x555555590253
0x5555555a590c;0.49805743665892893 (is_visited) -- fchs 
0x5555555a5906;0.49805743665892893 (is_visited) -- fld st, ptr [rbp-0x1d00]
0x5555555a58f6;0.49805743665892893 (is_visited) -- jnz 0x5555555a5914
0x5555555a5900;0.49805743665892893 (is_visited) -- fstp ptr [rbp-0x1d10], st
0x5555555a58f8;0.49805743665892893 (is_visited) -- fld st, ptr [rbp-0x1d10]
0x5555555a58fe;0.49805743665892893 (is_visited) -- fchs 
0x5555555966b1;0.49818617919224495 (is_visited) -- mov dword ptr [rbp-0x164], 0x133
0x555555590235;0.49824656116374566 (is_visited) -- nop
0x55555558c86e;0.49824656116374566 (is_visited) -- jmp 0x555555590235
0x55555558c82e;0.49824656116374566 (is_visited) -- jz 0x555555590235
0x5555555597c0;0.4982903476673921 (is_visited) -- push rbp
0x5555555597c1;0.4982903476673921 (is_visited) -- mov rbp, rsp
0x5555555597f5;0.4982903476673921 (is_visited) -- leave 
0x5555555597e1;0.4982903476673921 (is_visited) -- mov edx, 0x4
0x555555593d98;0.4983299853040749 (is_visited) -- mov eax, 0x15a
0x555555593d91;0.4983299853040749 (is_visited) -- mov dword ptr [rax+0x48], 0x0
0x555555593d7b;0.4983299853040749 (is_visited) -- mov esi, 0x26
0x55555559533a;0.4985628963125381 (is_visited) -- mov esi, 0x7
0x555555595355;0.4985628963125381 (is_visited) -- mov eax, 0x167
0x555555595330;0.4985628963125381 (is_visited) -- mov ecx, 0x0
0x555555595335;0.4985628963125381 (is_visited) -- mov edx, 0x2f
0x55555558b9b2;0.49858932140365997 (is_visited) -- mov ecx, 0x0
0x55555559f9d9;0.4986595329984283 (is_visited) -- jz 0x55555559f9e0
0x55555555955f;0.4986595329984283 (is_visited) -- push rbp
0x555555559560;0.4986595329984283 (is_visited) -- mov rbp, rsp
0x5555555595ad;0.4986595329984283 (is_visited) -- ret 
0x55555559f999;0.4986595329984283 (is_visited) -- mov eax, 0x0
0x55555559f9bd;0.4986595329984283 (is_visited) -- call 0x55555555955f
0x55555559f95c;0.4986595329984283 (is_visited) -- mov rbp, rsp
0x55555559f95b;0.4986595329984283 (is_visited) -- push rbp
0x5555555595ac;0.4986595329984283 (is_visited) -- leave 
0x55555559f9e0;0.4986595329984283 (is_visited) -- leave 
